repo_full_name,owner,repo_name,repo_creation_date,contributor_count,push_count,star_count,fork_count
Dicklesworthstone/swiss_army_llama,Dicklesworthstone,swiss_army_llama,2023-09-26 17:44:41 UTC,466,153,447,28
namin/llm-verified-with-monte-carlo-tree-search,namin,llm-verified-with-monte-carlo-tree-search,2023-11-11 19:56:05 UTC,277,619,262,28
armbues/SiLLM,armbues,SiLLM,2024-04-12 19:52:19 UTC,260,141,239,28
ayaka14732/tpu-starter,ayaka14732,tpu-starter,2022-02-28 06:13:22 UTC,487,65,477,29
Methexis-Inc/terminal-copilot,Methexis-Inc,terminal-copilot,2022-12-11 09:56:08 UTC,466,34,440,29
Exafunction/codeium.el,Exafunction,codeium.el,2023-02-16 19:38:09 UTC,641,76,537,29
manateelazycat/mind-wave,manateelazycat,mind-wave,2023-03-08 17:20:27 UTC,169,114,150,29
thomasantony/llamacpp-python,thomasantony,llamacpp-python,2023-03-18 18:18:05 UTC,240,95,211,29
drewbaumann/AskGPT,drewbaumann,AskGPT,2023-03-28 21:14:09 UTC,114,21,104,29
InternLM/InternLM-techreport,InternLM,InternLM-techreport,2023-06-03 04:40:54 UTC,915,7,902,29
mithril-security/blind_chat,mithril-security,blind_chat,2023-09-14 20:23:06 UTC,230,189,209,29
lxe/llavavision,lxe,llavavision,2023-11-06 00:48:46 UTC,482,3,461,29
microsoft/windows-ai-studio,microsoft,windows-ai-studio,2023-12-08 21:39:52 UTC,812,17,765,29
SqueezeAILab/KVQuant,SqueezeAILab,KVQuant,2024-01-31 17:30:10 UTC,351,14,320,29
vince-lam/awesome-local-llms,vince-lam,awesome-local-llms,2024-03-08 06:29:45 UTC,494,49,473,29
google-deepmind/recurrentgemma,google-deepmind,recurrentgemma,2024-04-09 04:16:51 UTC,601,11,586,29
openai/openai-security-bots,openai,openai-security-bots,2024-04-19 03:34:30 UTC,363,0,343,29
evyatar9/GptHidra,evyatar9,GptHidra,2022-12-26 22:38:35 UTC,389,10,368,30
magma-labs/magma-chat,magma-labs,magma-chat,2023-04-26 17:31:39 UTC,237,88,208,30
r2d4/react-llm,r2d4,react-llm,2023-05-04 00:45:01 UTC,655,11,635,30
wealthsimple/llm-gateway,wealthsimple,llm-gateway,2023-06-27 15:15:44 UTC,235,157,217,30
teshnizi/OptiMUS,teshnizi,OptiMUS,2023-10-05 18:53:42 UTC,187,27,161,30
jasonjmcghee/plock,jasonjmcghee,plock,2024-01-21 21:45:36 UTC,457,67,437,30
BaihaiAI/IDP,BaihaiAI,IDP,2022-05-11 11:58:39 UTC,242,24,220,31
wkok/openai-clojure,wkok,openai-clojure,2023-02-13 22:37:45 UTC,241,140,206,31
terminalcommandnewsletter/everything-chatgpt,terminalcommandnewsletter,everything-chatgpt,2023-03-10 10:55:29 UTC,568,67,552,31
DivergentAI/dreamGPT,DivergentAI,dreamGPT,2023-04-23 19:19:52 UTC,560,37,539,31
approximatelabs/datadm,approximatelabs,datadm,2023-05-25 21:34:22 UTC,379,50,359,31
RecursivelyAI/CopilotKit,RecursivelyAI,CopilotKit,2023-06-19 04:08:32 UTC,467,370,445,31
DachengLi1/LongChat,DachengLi1,LongChat,2023-06-29 21:58:59 UTC,540,31,501,31
ncbi/GeneGPT,ncbi,GeneGPT,2023-07-11 17:46:48 UTC,377,5,354,31
phospho-app/phospho,phospho-app,phospho,2023-12-20 15:12:04 UTC,399,4099,377,31
TencentQQGYLab/ELLA,TencentQQGYLab,ELLA,2024-03-18 14:57:42 UTC,736,12,658,31
peterdemin/openai-cli,peterdemin,openai-cli,2022-12-03 21:07:43 UTC,206,26,183,32
cloudera/CML_AMP_LLM_Chatbot_Augmented_with_Enterprise_Data,cloudera,CML_AMP_LLM_Chatbot_Augmented_with_Enterprise_Data,2023-05-05 00:18:58 UTC,90,35,57,32
lchen001/LLMDrift,lchen001,LLMDrift,2023-07-18 05:54:15 UTC,347,24,320,32
xNul/code-llama-for-vscode,xNul,code-llama-for-vscode,2023-08-25 03:48:13 UTC,593,6,562,32
amaiya/onprem,amaiya,onprem,2023-08-29 14:46:47 UTC,718,863,689,32
tigerlab-ai/tiger,tigerlab-ai,tiger,2023-10-29 00:35:14 UTC,407,98,386,32
maxbbraun/llama4micro,maxbbraun,llama4micro,2023-11-15 03:00:06 UTC,508,11,497,32
qrev-ai/qrev,qrev-ai,qrev,2024-05-03 07:07:24 UTC,236,131,210,32
firtoz/GPT-Shell,firtoz,GPT-Shell,2022-12-14 12:26:29 UTC,167,183,144,33
Noeda/rllama,Noeda,rllama,2023-03-11 08:41:15 UTC,552,78,528,33
FanaHOVA/smol-podcaster,FanaHOVA,smol-podcaster,2023-08-08 04:49:22 UTC,313,50,301,33
SeanLee97/AnglE,SeanLee97,AnglE,2023-10-18 04:23:48 UTC,539,252,507,33
samueldobbie/markup,samueldobbie,markup,2019-02-21 18:35:54 UTC,288,473,257,34
ibigio/shell-ai,ibigio,shell-ai,2022-06-24 17:27:06 UTC,347,66,323,34
the-crypt-keeper/can-ai-code,the-crypt-keeper,can-ai-code,2023-05-27 11:33:00 UTC,574,416,544,34
traceloop/openllmetry-js,traceloop,openllmetry-js,2023-09-27 22:38:30 UTC,331,1013,284,34
seanoliver/audioflare,seanoliver,audioflare,2023-10-25 22:58:30 UTC,421,10,401,34
VoloBuilds/openai-assistants-discord-bot,VoloBuilds,openai-assistants-discord-bot,2023-11-09 20:22:26 UTC,81,3,49,34
Upsonic/Tiger,Upsonic,Tiger,2024-04-05 18:49:44 UTC,434,66,415,34
trzy/ChatARKit,trzy,ChatARKit,2022-12-21 06:10:34 UTC,436,13,417,35
CoderCookE/vim-chatgpt,CoderCookE,vim-chatgpt,2023-03-30 14:39:48 UTC,288,77,254,35
transitive-bullshit/chatgpt-plugin-ts,transitive-bullshit,chatgpt-plugin-ts,2023-04-09 19:19:47 UTC,524,24,506,35
mohamed-chs/chatgpt-history-export-to-md,mohamed-chs,chatgpt-history-export-to-md,2023-09-23 09:16:19 UTC,731,164,710,35
lmg-anon/mikupad,lmg-anon,mikupad,2023-10-04 17:27:13 UTC,403,234,363,35
junhoyeo/BetterOCR,junhoyeo,BetterOCR,2023-10-28 08:03:36 UTC,551,41,519,35
InfoSecInnovations/concierge,InfoSecInnovations,concierge,2024-03-06 14:11:09 UTC,218,448,180,35
shobrook/stackexplain,shobrook,stackexplain,2022-12-09 19:47:44 UTC,530,5,509,36
sshh12/llm_osint,sshh12,llm_osint,2023-04-16 03:02:09 UTC,186,10,162,36
nestordemeure/question_extractor,nestordemeure,question_extractor,2023-04-18 20:59:40 UTC,231,24,199,36
ray-project/aviary,ray-project,aviary,2023-05-31 18:56:05 UTC,626,220,586,36
mshumer/gpt-oracle-trainer,mshumer,gpt-oracle-trainer,2023-08-16 21:06:56 UTC,345,3,320,36
anis-marrouchi/chatpdf-gpt,anis-marrouchi,chatpdf-gpt,2023-06-09 09:51:47 UTC,196,8,166,37
Writesonic/GPTRouter,Writesonic,GPTRouter,2023-12-13 13:52:04 UTC,444,12,435,37
dezoito/ollama-grid-search,dezoito,ollama-grid-search,2023-12-26 16:35:25 UTC,647,462,624,37
nousr/koi,nousr,koi,2022-08-30 03:32:06 UTC,510,85,462,38
jflam/chat-gpt-jupyter-extension,jflam,chat-gpt-jupyter-extension,2022-12-07 04:50:41 UTC,292,40,258,38
intitni/CodeiumForXcode,intitni,CodeiumForXcode,2023-05-16 03:30:01 UTC,380,66,354,38
dhuynh95/LaVague,dhuynh95,LaVague,2024-02-24 22:01:28 UTC,310,28,289,38
iceburgcrm/iceburgcrm,iceburgcrm,iceburgcrm,2022-11-23 13:35:17 UTC,225,83,202,39
joshcho/ChatGPT.el,joshcho,ChatGPT.el,2022-12-10 10:43:20 UTC,448,170,395,39
wunderwuzzi23/yolo-ai-cmdbot,wunderwuzzi23,yolo-ai-cmdbot,2023-02-27 07:09:03 UTC,233,59,197,39
fafrd/aquarium,fafrd,aquarium,2023-03-21 03:56:03 UTC,672,44,646,39
comet-ml/comet-llm,comet-ml,comet-llm,2023-06-08 16:23:10 UTC,524,268,501,39
FalkorDB/FalkorDB,FalkorDB,FalkorDB,2023-07-20 11:05:19 UTC,924,1475,870,39
AirCodeLabs/documate,AirCodeLabs,documate,2023-09-08 05:51:55 UTC,740,144,724,39
ericciarla/babyagijs,ericciarla,babyagijs,2023-04-12 06:02:21 UTC,400,10,375,40
melodysdreamj/WizardVicunaLM,melodysdreamj,WizardVicunaLM,2023-05-04 01:23:23 UTC,723,24,687,40
dzhulgakov/llama-mistral,dzhulgakov,llama-mistral,2023-12-08 20:05:08 UTC,401,5,374,40
BoxcarsAI/boxcars,BoxcarsAI,boxcars,2023-02-09 23:38:51 UTC,444,368,433,41
fill3d/fill,fill3d,fill,2023-09-28 21:07:29 UTC,773,5,741,41
cosin2077/chaty,cosin2077,chaty,2023-03-04 03:11:22 UTC,501,81,462,42
aws-samples/aws-serverless-ai-stories,aws-samples,aws-serverless-ai-stories,2023-03-14 10:13:19 UTC,174,15,130,42
silvanmelchior/IncognitoPilot,silvanmelchior,IncognitoPilot,2023-07-29 12:48:21 UTC,459,74,430,42
usefulsensors/useful-transformers,usefulsensors,useful-transformers,2023-08-28 19:13:10 UTC,442,18,397,42
google-deepmind/uncertain_ground_truth,google-deepmind,uncertain_ground_truth,2023-12-05 09:43:38 UTC,625,1,595,42
Blarc/ai-commits-intellij-plugin,Blarc,ai-commits-intellij-plugin,2023-03-25 18:42:17 UTC,555,390,479,43
Knowly-ai/langtorch,Knowly-ai,langtorch,2023-04-02 11:34:27 UTC,317,260,292,43
toverainc/willow-inference-server,toverainc,willow-inference-server,2023-05-23 14:05:54 UTC,464,131,403,43
Vahe1994/SpQR,Vahe1994,SpQR,2023-06-05 14:39:59 UTC,549,129,503,43
kardolus/chatgpt-cli,kardolus,chatgpt-cli,2023-05-02 17:44:23 UTC,684,446,638,44
punica-ai/punica,punica-ai,punica,2023-08-16 18:57:55 UTC,1041,86,994,44
bitswired/rustgpt,bitswired,rustgpt,2023-11-15 22:14:22 UTC,671,7,641,44
sst/demo-ai-app,sst,demo-ai-app,2024-01-19 16:32:18 UTC,739,8,722,44
dzhng/deep-seek,dzhng,deep-seek,2024-03-28 18:42:15 UTC,470,3,446,44
mithril-security/blindai,mithril-security,blindai,2022-02-15 17:37:53 UTC,516,878,581,45
rush86999/atomic,rush86999,atomic,2023-01-22 15:43:28 UTC,517,100,493,45
0x4D31/galah,0x4D31,galah,2024-01-01 06:59:32 UTC,490,44,466,45
HugAILab/HugNLP,HugAILab,HugNLP,2023-04-13 16:45:29 UTC,412,51,383,46
trholding/llama2.c,trholding,llama2.c,2023-07-23 19:33:15 UTC,1502,152,1491,46
llmonitor/llmonitor,llmonitor,llmonitor,2023-08-24 11:12:50 UTC,500,221,458,46
snap-stanford/MLAgentBench,snap-stanford,MLAgentBench,2023-08-31 14:43:08 UTC,313,41,280,46
steven-tey/spirals,steven-tey,spirals,2023-09-19 19:28:46 UTC,328,36,296,46
NeumTry/NeumAI,NeumTry,NeumAI,2023-11-01 06:22:52 UTC,825,160,802,46
SonicWarrior1/pdfchat,SonicWarrior1,pdfchat,2023-11-02 14:28:29 UTC,178,2,136,46
Exafunction/CodeiumVisualStudio,Exafunction,CodeiumVisualStudio,2023-12-06 03:05:48 UTC,337,118,192,46
kinggongzilla/ai-clone-whatsapp,kinggongzilla,ai-clone-whatsapp,2023-12-28 00:02:09 UTC,398,24,366,46
alxschwrz/codex_py2cpp,alxschwrz,codex_py2cpp,2022-05-15 21:13:24 UTC,540,8,502,47
MadryLab/photoguard,MadryLab,photoguard,2022-11-03 17:44:30 UTC,590,13,564,47
pixegami/pokemon-card-generator,pixegami,pokemon-card-generator,2023-01-07 10:00:32 UTC,207,14,171,47
berylliumsec/nebula,berylliumsec,nebula,2023-10-03 18:28:08 UTC,531,277,506,47
transitive-bullshit/OpenOpenAI,transitive-bullshit,OpenOpenAI,2023-11-16 01:56:11 UTC,530,8,501,47
braintrustdata/braintrust-proxy,braintrustdata,braintrust-proxy,2023-11-22 22:38:49 UTC,327,419,282,47
jirka-h/haveged,jirka-h,haveged,2018-07-18 11:53:15 UTC,383,121,299,48
tarasglek/chatcraft.org,tarasglek,chatcraft.org,2023-04-24 19:13:12 UTC,203,1382,160,48
Fuzzy-Search/realtime-bakllava,Fuzzy-Search,realtime-bakllava,2023-11-04 22:03:55 UTC,397,9,373,48
jide/gpt-video,jide,gpt-video,2023-12-15 09:08:10 UTC,152,15,123,48
KhoomeiK/LlamaGym,KhoomeiK,LlamaGym,2024-03-01 03:03:39 UTC,1060,22,1038,48
filippofinke/WordGPT,filippofinke,WordGPT,2023-02-28 19:23:24 UTC,361,13,322,49
kagisearch/pyllms,kagisearch,pyllms,2023-04-10 19:42:25 UTC,751,195,725,49
nicepkg/gpt-runner,nicepkg,gpt-runner,2023-07-14 12:10:55 UTC,396,35,357,49
aryn-ai/sycamore,aryn-ai,sycamore,2023-09-28 05:32:26 UTC,507,3947,476,49
talkdai/dialog,talkdai,dialog,2023-11-19 11:55:18 UTC,403,259,373,49
dvlab-research/LLaMA-VID,dvlab-research,LLaMA-VID,2023-11-28 18:58:54 UTC,815,21,726,49
replexica/replexica,replexica,replexica,2024-03-29 17:09:58 UTC,1293,948,1274,49
thebigbone/opensourceAI,thebigbone,opensourceAI,2023-05-30 05:34:40 UTC,268,7,230,50
astronomer/ask-astro,astronomer,ask-astro,2023-09-20 13:34:27 UTC,254,499,214,50
transitive-bullshit/yt-semantic-search,transitive-bullshit,yt-semantic-search,2022-12-21 11:24:47 UTC,536,6,501,51
evilpan/gptcli,evilpan,gptcli,2023-03-03 04:37:14 UTC,333,58,310,51
ThousandBirdsInc/chidori,ThousandBirdsInc,chidori,2023-07-22 01:06:58 UTC,1252,158,1238,51
junruxiong/IncarnaMind,junruxiong,IncarnaMind,2023-09-14 18:18:46 UTC,813,41,783,51
mistralai/megablocks-public,mistralai,megablocks-public,2023-12-08 09:44:04 UTC,812,3,784,51
plasma-umass/ChatDBG,plasma-umass,ChatDBG,2023-03-22 00:14:11 UTC,870,471,833,52
keyvank/femtoGPT,keyvank,femtoGPT,2023-05-28 17:41:49 UTC,845,199,827,52
ayushpai/AI-Basketball-Referee,ayushpai,AI-Basketball-Referee,2023-05-31 07:33:45 UTC,314,19,271,52
elfvingralf/macOSpilot-ai-assistant,elfvingralf,macOSpilot-ai-assistant,2023-12-03 03:55:11 UTC,1127,19,1106,52
FloridSleeves/LLMDebugger,FloridSleeves,LLMDebugger,2024-02-25 00:42:27 UTC,515,19,480,52
haizelabs/llama3-jailbreak,haizelabs,llama3-jailbreak,2024-04-20 07:21:55 UTC,529,11,492,52
markasoftware/llama-cpu,markasoftware,llama-cpu,2023-03-04 00:27:27 UTC,755,3,724,53
zinedkaloc/ai-travel-planner,zinedkaloc,ai-travel-planner,2023-03-08 13:32:43 UTC,133,18,81,53
ytang07/ai_agents_cookbooks,ytang07,ai_agents_cookbooks,2024-02-24 02:20:37 UTC,163,45,116,53
TiesdeKok/chat-gpt-jupyter-extension,TiesdeKok,chat-gpt-jupyter-extension,2022-12-26 05:50:41 UTC,387,16,310,54
lxe/simple-llama-finetuner,lxe,simple-llama-finetuner,2023-03-22 03:15:54 UTC,1153,34,1109,54
vignshwarar/AI-Employe,vignshwarar,AI-Employe,2023-12-21 19:10:45 UTC,594,17,569,54
OwlAIProject/Owl,OwlAIProject,Owl,2024-02-20 14:16:29 UTC,554,34,523,54
yurijmikhalevich/rclip,yurijmikhalevich,rclip,2021-07-24 13:38:43 UTC,745,712,703,56
ZohaibAhmed/ChatGPT-Google,ZohaibAhmed,ChatGPT-Google,2022-12-03 23:30:13 UTC,529,1,487,56
hunkimForks/chatgpt-arxiv-extension,hunkimForks,chatgpt-arxiv-extension,2023-02-07 02:13:05 UTC,627,19,566,56
Ying1123/FlexGen,Ying1123,FlexGen,2023-02-20 14:09:24 UTC,1421,47,1385,56
litanlitudan/skyagi,litanlitudan,skyagi,2023-04-23 09:28:55 UTC,782,805,775,56
Tauffer-Consulting/domino,Tauffer-Consulting,domino,2023-05-02 09:26:50 UTC,167,1161,159,56
kuleshov-group/llmtune,kuleshov-group,llmtune,2023-05-11 15:06:35 UTC,559,22,514,56
judahpaul16/gpt-home,judahpaul16,gpt-home,2023-09-09 14:52:27 UTC,539,1041,501,56
mpaepper/content-chatbot,mpaepper,content-chatbot,2023-03-21 20:21:52 UTC,539,6,493,57
AkshitIreddy/Interactive-LLM-Powered-NPCs,AkshitIreddy,Interactive-LLM-Powered-NPCs,2023-06-27 02:28:35 UTC,604,30,564,57
facebookresearch/stable_signature,facebookresearch,stable_signature,2023-07-26 08:09:52 UTC,451,32,397,57
Strvm/meta-ai-api,Strvm,meta-ai-api,2024-04-18 21:09:14 UTC,401,51,312,57
rksm/org-ai,rksm,org-ai,2023-03-06 02:53:45 UTC,794,122,720,58
fynnfluegge/rocketnotes,fynnfluegge,rocketnotes,2023-03-07 16:36:11 UTC,1159,487,1146,58
Thinklab-SJTU/Awesome-LLM4AD,Thinklab-SJTU,Awesome-LLM4AD,2023-11-03 04:31:05 UTC,1164,30,1162,58
havenhq/mamba-chat,havenhq,mamba-chat,2023-12-07 00:21:24 UTC,734,6,682,58
e2b-dev/infra,e2b-dev,infra,2024-01-19 20:22:58 UTC,341,2714,285,58
wsxiaoys/awesome-ai-coding,wsxiaoys,awesome-ai-coding,2023-03-25 13:54:56 UTC,687,65,660,59
oneil512/INSIGHT,oneil512,INSIGHT,2023-04-08 16:51:13 UTC,422,77,387,59
amd/xdna-driver,amd,xdna-driver,2024-01-25 03:07:50 UTC,436,305,356,59
kudoai/chatgpt.js,kudoai,chatgpt.js,2023-06-01 22:13:33 UTC,1065,902,1026,60
srush/LLM-Training-Puzzles,srush,LLM-Training-Puzzles,2023-06-26 04:43:45 UTC,1016,22,984,60
daveshap/Claude_Sentience,daveshap,Claude_Sentience,2024-03-09 18:57:14 UTC,556,37,519,60
winkjs/wink-nlp,winkjs,wink-nlp,2018-12-15 02:02:08 UTC,1249,240,1201,61
caikit/caikit,caikit,caikit,2023-04-10 20:43:26 UTC,166,436,105,61
dpayne/CodeGPT.nvim,dpayne,CodeGPT.nvim,2023-03-04 15:02:38 UTC,759,55,731,62
RahulSChand/gpu_poor,RahulSChand,gpu_poor,2023-09-12 10:41:30 UTC,1272,98,1227,62
huggingface/llm-vscode,huggingface,llm-vscode,2023-09-23 15:13:40 UTC,753,46,641,62
facebookresearch/MetaCLIP,facebookresearch,MetaCLIP,2023-09-29 00:54:43 UTC,1352,62,1317,62
lencx/GPTHub,lencx,GPTHub,2023-11-10 07:08:44 UTC,564,38,525,62
eastriverlee/LLM.swift,eastriverlee,LLM.swift,2023-12-02 16:11:24 UTC,539,179,491,62
antonmedv/llama,antonmedv,llama,2021-12-08 22:50:52 UTC,1412,77,1366,63
imaurer/awesome-decentralized-llm,imaurer,awesome-decentralized-llm,2023-03-28 23:43:30 UTC,1508,61,1476,63
laiyer-ai/llm-guard,laiyer-ai,llm-guard,2023-08-08 20:49:34 UTC,640,434,590,63
rustformers/llama-rs,rustformers,llama-rs,2023-03-23 17:20:40 UTC,1016,58,947,64
ajndkr/lanarky,ajndkr,lanarky,2023-05-14 15:14:16 UTC,870,243,804,64
jimmc414/1filellm,jimmc414,1filellm,2024-01-29 06:32:54 UTC,631,115,605,64
alexrozanski/LlamaChat,alexrozanski,LlamaChat,2023-04-11 15:39:43 UTC,1492,40,1438,65
Mintplex-Labs/openai-assistant-swarm,Mintplex-Labs,openai-assistant-swarm,2023-11-16 08:03:18 UTC,514,5,471,65
lucidrains/self-rewarding-lm-pytorch,lucidrains,self-rewarding-lm-pytorch,2024-01-19 04:02:03 UTC,1351,140,1320,65
livekit-examples/kitt,livekit-examples,kitt,2023-04-12 15:09:46 UTC,295,18,233,66
snexus/llm-search,snexus,llm-search,2023-06-10 12:32:26 UTC,589,183,549,66
PABannier/bark.cpp,PABannier,bark.cpp,2023-07-14 08:50:21 UTC,821,333,737,66
L-a-r-t/chatgpt-to-notion,L-a-r-t,chatgpt-to-notion,2022-12-26 23:58:11 UTC,401,92,331,67
setzer22/llama-rs,setzer22,llama-rs,2023-03-14 13:31:32 UTC,1640,33,1597,67
microsoft/MM-REACT,microsoft,MM-REACT,2023-03-15 06:56:15 UTC,940,92,883,68
jarvis2f/ais-ninja,jarvis2f,ais-ninja,2023-06-29 06:57:02 UTC,365,60,333,68
kantord/SeaGOAT,kantord,SeaGOAT,2023-07-11 16:58:30 UTC,1047,3098,979,68
bricks-cloud/BricksLLM,bricks-cloud,BricksLLM,2023-08-04 07:19:18 UTC,1013,355,958,69
Coframe/coffee,Coframe,coffee,2023-12-13 19:36:14 UTC,1489,32,1462,69
carlini/yet-another-applied-llm-benchmark,carlini,yet-another-applied-llm-benchmark,2024-02-19 17:41:05 UTC,936,26,888,69
gotzmann/llama.go,gotzmann,llama.go,2023-03-19 12:07:56 UTC,1317,245,1276,70
steven-tey/weathergpt,steven-tey,weathergpt,2023-04-13 17:52:00 UTC,385,11,328,70
OpenBuddy/OpenBuddy,OpenBuddy,OpenBuddy,2023-04-26 09:30:07 UTC,1325,74,1241,70
Whomane/Whomane,Whomane,Whomane,2024-03-07 07:11:14 UTC,429,24,387,70
mistralai/mistral-common,mistralai,mistral-common,2024-04-17 13:52:43 UTC,721,77,622,70
taranjeet/chatgpt-api,taranjeet,chatgpt-api,2022-12-02 20:00:59 UTC,608,2,535,71
art-from-the-machine/Mantella,art-from-the-machine,Mantella,2023-07-29 15:21:01 UTC,307,558,222,71
AviSoori1x/makeMoE,AviSoori1x,makeMoE,2024-01-22 19:04:59 UTC,694,107,650,71
edenai/edenai-apis,edenai,edenai-apis,2022-10-24 09:10:19 UTC,476,1398,431,72
dair-ai/AI-Product-Index,dair-ai,AI-Product-Index,2023-01-20 19:20:04 UTC,799,26,751,72
utkusen/promptmap,utkusen,promptmap,2023-07-16 09:58:27 UTC,747,17,707,72
ricklamers/shell-ai,ricklamers,shell-ai,2023-08-20 20:34:49 UTC,1087,52,1041,72
ykhli/AI-tamago,ykhli,AI-tamago,2023-12-08 19:36:51 UTC,490,13,436,72
pedrorito/ChatGPTSlackBot,pedrorito,ChatGPTSlackBot,2022-12-04 21:56:18 UTC,442,23,386,73
jaketae/storyteller,jaketae,storyteller,2022-12-30 10:31:30 UTC,580,37,519,73
rhohndorf/Auto-Llama-cpp,rhohndorf,Auto-Llama-cpp,2023-04-11 17:03:59 UTC,436,19,375,73
Superflows-AI/superflows,Superflows-AI,superflows,2023-06-30 12:34:07 UTC,619,917,570,73
lastmile-ai/aiconfig,lastmile-ai,aiconfig,2023-10-17 09:21:17 UTC,971,5862,947,74
mgallo/openai.ex,mgallo,openai.ex,2021-04-03 17:16:50 UTC,410,76,332,75
sturdy-dev/codereview.gpt,sturdy-dev,codereview.gpt,2022-12-13 17:09:18 UTC,628,22,550,75
sourcegraph/awesome-code-ai,sourcegraph,awesome-code-ai,2023-02-07 15:54:28 UTC,1056,39,998,75
nixified-ai/flake,nixified-ai,flake,2023-02-12 18:09:16 UTC,781,194,685,75
bramses/chatgpt-md,bramses,chatgpt-md,2023-03-04 14:17:43 UTC,967,159,874,75
s-JoL/Open-Llama,s-JoL,Open-Llama,2023-04-11 03:09:26 UTC,1040,70,979,75
chand1012/openai-cf-workers-ai,chand1012,openai-cf-workers-ai,2023-10-07 16:50:49 UTC,286,30,250,75
ai-robots-txt/ai.robots.txt,ai-robots-txt,ai.robots.txt,2024-03-27 17:48:30 UTC,1816,212,1765,75
CarperAI/OpenELM,CarperAI,OpenELM,2022-11-25 14:55:51 UTC,754,191,711,76
sozercan/kubectl-ai,sozercan,kubectl-ai,2023-03-20 16:42:55 UTC,1017,193,971,76
openai/consistencydecoder,openai,consistencydecoder,2023-11-06 17:07:18 UTC,2141,0,2073,76
clmnin/summarize.site,clmnin,summarize.site,2022-12-05 17:52:54 UTC,754,26,700,77
intel/openvino-plugins-ai-audacity,intel,openvino-plugins-ai-audacity,2023-09-06 21:10:31 UTC,1573,68,1216,77
fixie-ai/ai-jsx,fixie-ai,ai-jsx,2023-06-09 22:52:40 UTC,1138,1765,1082,78
briansunter/logseq-plugin-gpt3-openai,briansunter,logseq-plugin-gpt3-openai,2022-05-31 05:04:31 UTC,826,118,712,80
microsoft/aici,microsoft,aici,2024-01-31 20:00:27 UTC,1897,270,1847,80
jozu-ai/kitops,jozu-ai,kitops,2024-03-07 17:14:52 UTC,723,515,673,80
rgommezz/react-native-chatgpt,rgommezz,react-native-chatgpt,2023-01-29 21:38:39 UTC,614,1,554,82
hyperonym/basaran,hyperonym,basaran,2023-02-16 14:03:46 UTC,1316,339,1252,82
marcolardera/chatgpt-cli,marcolardera,chatgpt-cli,2023-03-02 21:44:14 UTC,517,69,452,82
paralleldrive/sudolang-llm-support,paralleldrive,sudolang-llm-support,2023-03-31 02:54:07 UTC,1114,115,1082,82
ktynski/Marketing_Automations_Notebooks_With_GPT,ktynski,Marketing_Automations_Notebooks_With_GPT,2023-08-23 19:26:38 UTC,440,58,385,82
SecureAI-Tools/SecureAI-Tools,SecureAI-Tools,SecureAI-Tools,2023-11-27 01:21:16 UTC,1671,126,1596,82
DLYuanGod/TinyGPT-V,DLYuanGod,TinyGPT-V,2023-12-28 05:47:19 UTC,1299,44,1231,82
rasbt/MachineLearning-QandAI-book,rasbt,MachineLearning-QandAI-book,2023-03-13 03:20:39 UTC,438,36,376,84
npiv/chatblade,npiv,chatblade,2023-03-19 21:14:17 UTC,2426,71,2347,84
Explosion-Scratch/claude-unofficial-api,Explosion-Scratch,claude-unofficial-api,2023-07-13 20:07:12 UTC,845,87,755,84
Scale3-Labs/langtrace,Scale3-Labs,langtrace,2024-04-03 21:17:27 UTC,827,523,756,84
socketteer/loom,socketteer,loom,2021-02-13 07:17:23 UTC,1137,191,1086,85
williamfzc/chat-gpt-ppt,williamfzc,chat-gpt-ppt,2022-12-05 09:07:07 UTC,948,30,876,85
Kamigami55/awesome-chatgpt,Kamigami55,awesome-chatgpt,2022-12-06 00:11:17 UTC,784,41,725,85
stephansturges/GPTflix,stephansturges,GPTflix,2023-02-23 19:14:29 UTC,215,22,152,85
getmetal/motorhead,getmetal,motorhead,2023-04-01 02:27:03 UTC,906,162,828,85
HumanSignal/Adala,HumanSignal,Adala,2023-10-25 10:19:29 UTC,1090,1002,1018,85
IndoNLP/indonlu,IndoNLP,indonlu,2022-05-23 13:40:30 UTC,383,9,306,86
Robitx/gp.nvim,Robitx,gp.nvim,2023-06-18 13:55:47 UTC,1156,475,1075,87
benrugg/AI-Render,benrugg,AI-Render,2022-10-10 21:15:55 UTC,1285,164,1106,88
jdagdelen/hyperDB,jdagdelen,hyperDB,2023-04-16 06:27:40 UTC,1453,43,1405,88
RomanHotsiy/commitgpt,RomanHotsiy,commitgpt,2022-12-04 22:14:21 UTC,1573,10,1496,89
orhanerday/ChatGPT,orhanerday,ChatGPT,2023-02-18 16:18:53 UTC,372,26,286,89
madox2/vim-ai,madox2,vim-ai,2023-02-27 20:23:50 UTC,901,177,816,89
alexanderatallah/window.ai,alexanderatallah,window.ai,2023-04-07 14:15:46 UTC,916,125,849,89
genia-dev/GeniA,genia-dev,GeniA,2023-07-24 21:23:31 UTC,453,178,401,89
premAI-io/state-of-open-source-ai,premAI-io,state-of-open-source-ai,2023-10-03 19:22:12 UTC,1566,128,1513,89
tjake/Jlama,tjake,Jlama,2023-08-07 02:04:24 UTC,957,228,897,90
cesarhuret/docGPT,cesarhuret,docGPT,2022-12-05 01:06:00 UTC,724,51,649,91
rubberduck-ai/rubberduck-vscode,rubberduck-ai,rubberduck-vscode,2023-01-26 09:37:36 UTC,730,426,614,91
