Snapshot,RepoName,Message,CommitAt,URL,Modified_markdowns
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement and fix AttentionFileList component https://chat.openai.com/share/b8beebda-25a9-4f16-af24-4cd499ebb7b4,2023-09-01T14:20:07.000+02:00,https://github.com/tisztamo/Junior/commit/391da454d51ee4307227a1219d8a65bbb9ff2e76,['prompt/history/2023/09/01/14:19_Implement and fix AttentionFileList component/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement sample model in Solidjs https://chat.openai.com/share/36f2e6ee-d17f-4fce-9f98-0a2ce1659c1d,2023-09-01T13:06:47.000+02:00,https://github.com/tisztamo/Junior/commit/c549f675a991645bff37ab8732682388a7a910b2,"['prompt/history/2023/09/01/13:06_Implement sample model in Solidjs/prompt.md', 'prompt/projectSpecifics.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement SampleComponent showing component structure https://chat.openai.com/share/7a57fe2d-9d4e-49cc-bcf9-9e865b777d5b,2023-08-31T20:46:21.000+02:00,https://github.com/tisztamo/Junior/commit/a0d7cde6ffdcd3d15c8dcb5f14fac37bce51dc16,['prompt/history/2023/08/31/20:46_Implement SampleComponent showing component structure/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Refactor readFileList.js with ignore logic https://chat.openai.com/share/ce7dd29a-051d-43bf-98e2-f2ec3a65469d,2023-08-31T11:25:04.000+02:00,https://github.com/tisztamo/Junior/commit/c84ad9cf8bcca0b7e9c3758fbcfac138860bb79f,['prompt/history/2023/08/31/11:22_Refactor readFileList.js with ignore logic/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Refactor file list handler https://chat.openai.com/share/b991ba6d-b0f4-4115-886c-40729c32288f,2023-08-31T11:11:22.000+02:00,https://github.com/tisztamo/Junior/commit/bba3a814cc358a8a454c6bc2b1d6ccb1d0724e47,['prompt/history/2023/08/31/11:11_Refactor file list handler/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement files/list endpoint https://chat.openai.com/share/692e1b13-0c07-41c3-9364-1be8a1db57a1,2023-08-31T10:53:11.000+02:00,https://github.com/tisztamo/Junior/commit/0a56f6c7426deee6b302a64076655e52d383c5b9,"['prompt/history/2023/08/31/10:52_Implement files/list endpoint/prompt.md', 'prompt/projectSpecifics.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve documentation colors https://chat.openai.com/share/d6001fa5-6ed0-418a-acd5-2116800b93d0,2023-08-30T16:53:27.000+02:00,https://github.com/tisztamo/Junior/commit/de1f24d1f17dc754037d062d619a9554c71eb54e,"['docs/_coverpage.md', 'prompt/history/2023/08/30/16:50_Improve documentation colors/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement junior-rollback CLI command https://chat.openai.com/share/5e14af53-17cc-4591-9036-66644c5fff0e,2023-08-30T15:23:28.000+02:00,https://github.com/tisztamo/Junior/commit/6f6934e7e65cb7a4c69a137e327170cef3e5ca04,['prompt/history/2023/08/30/15:22_Implement junior-rollback CLI command/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement rollback command https://chat.openai.com/share/a1173437-3bbc-4d44-b13a-6bdd54727750,2023-08-30T14:48:40.000+02:00,https://github.com/tisztamo/Junior/commit/bb8c12ca79269c84ac421a133e37e650b2eeae27,['prompt/history/2023/08/30/14:47_Implement rollback command/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Count and log deleted/skipped branches https://chat.openai.com/share/1eb0f85d-162e-4d55-88f9-4d44a3cfc6f4,2023-08-30T14:44:34.000+02:00,https://github.com/tisztamo/Junior/commit/de671290d09759f168070534517c537e78f92e40,['prompt/history/2023/08/30/14:43_Count and log deleted/skipped branches/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Add horizontal padding to textarea https://chat.openai.com/share/0cd8ee3d-595d-4a6b-9c68-5b0d162c49c7,2023-08-30T12:42:15.000+02:00,https://github.com/tisztamo/Junior/commit/15da54c9dabbe9a0e05fe15a318f6b0ea3bcad72,['prompt/history/2023/08/30/12:41_Add horizontal padding to textarea/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Add auto2top to docsify config https://chat.openai.com/share/ff091516-088b-4211-8997-5750fdae8217,2023-08-30T12:31:08.000+02:00,https://github.com/tisztamo/Junior/commit/19eee2999c36e7145ad6f51a5ff3669fca3f3e54,['prompt/history/2023/08/30/12:30_Add auto2top to docsify config/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve documentation https://chat.openai.com/share/67317d14-928d-4870-8f77-a4d4c3367fe2,2023-08-30T12:17:28.000+02:00,https://github.com/tisztamo/Junior/commit/c815c519e5b1a7930e8dd324fae4aadf76923604,"['docs/_coverpage.md', 'prompt/history/2023/08/30/12:16_Improve documentation/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve the documentation https://chat.openai.com/share/a0a53875-344b-4e84-a907-928ab6fcbc8f,2023-08-30T11:58:22.000+02:00,https://github.com/tisztamo/Junior/commit/428b7a4b5c7243f2e23333abe759dc320a659308,"['docs/_coverpage.md', 'prompt/history/2023/08/30/11:51_Improve the documentation/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve the documentation https://chat.openai.com/share/6e36eaf3-13c5-4142-b3f4-ddeb52050a29,2023-08-29T20:52:54.000+02:00,https://github.com/tisztamo/Junior/commit/2dc9459f86f214a0922c8e18628d429a116390c2,"['docs/_coverpage.md', 'prompt/history/2023/08/29/20:52_Improve the documentation/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve documentation with cover page https://chat.openai.com/share/7aa422af-fcdc-424a-8be8-3af33327db5f,2023-08-29T20:32:06.000+02:00,https://github.com/tisztamo/Junior/commit/23664217eac5d87d4404a51b921f37d7475643a1,"['docs/cover.md', 'prompt/history/2023/08/29/20:31_Improve documentation with cover page/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve documentation as per the instructions https://chat.openai.com/share/1fa7f5ad-0d7e-41a0-9855-1733564c793e,2023-08-29T19:05:01.000+02:00,https://github.com/tisztamo/Junior/commit/a3fa4abaed05e2128677504c467a960cfae9808b,"['README.md', 'prompt/history/2023/08/29/18:51_Improve documentation as per the instructions/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve the documentation https://chat.openai.com/share/97a2a551-6c99-4807-9b3c-b906fb7d7fd4,2023-08-29T18:47:30.000+02:00,https://github.com/tisztamo/Junior/commit/b41dead62ea57e614b3c04c9a827b26bef61c28d,"['README.md', 'docs/README.md', 'prompt/history/2023/08/29/18:47_Improve the documentation/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve documentation and link jobs https://chat.openai.com/share/a310a288-8036-48e7-8463-e3ba6b256d72,2023-08-29T15:43:14.000+02:00,https://github.com/tisztamo/Junior/commit/b6596bcf8234c8f18fe7c2f2ec42c6b80ce34337,"['docs/_sidebar.md', 'docs/open_jobs.md', 'prompt/history/2023/08/29/15:40_Improve documentation and link jobs/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Update Cypress config for v10 https://chat.openai.com/share/f75ec365-2665-4967-b437-3d48ff78d194,2023-08-28T21:03:59.000+02:00,https://github.com/tisztamo/Junior/commit/08e8af99880ac34b9efe7bd18e52162c3c85f189,['prompt/history/2023/08/28/21:03_Update Cypress config for v10/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix Cypress e2e test config issue https://chat.openai.com/share/056744c2-16e1-421e-8cde-b249a044f8e8,2023-08-28T21:02:24.000+02:00,https://github.com/tisztamo/Junior/commit/95e068ed55aa79fc538e8a9004aed53f6e6444d3,['prompt/history/2023/08/28/21:01_Fix Cypress e2e test config issue/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Setup test runner and showcase test https://chat.openai.com/share/ed4c7943-5762-4bdb-ac66-601356ce9ae8,2023-08-28T19:03:06.000+02:00,https://github.com/tisztamo/Junior/commit/d40a7a626e73e556daeef659ff24b6705e3c537f,['prompt/history/2023/08/28/16:36_Setup test runner and showcase test/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Clear git status in clearState function https://chat.openai.com/share/76039a17-2e3e-4c89-a77a-a74f87c59ab3,2023-08-28T16:08:52.000+02:00,https://github.com/tisztamo/Junior/commit/df719857e1868b398d462cb0d307e3052e46f3a6,['prompt/history/2023/08/28/16:08_Clear git status in clearState function/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Simplify git reset function https://chat.openai.com/share/7d54af31-6012-4ee4-b192-ae92bf1641d5,2023-08-28T15:59:28.000+02:00,https://github.com/tisztamo/Junior/commit/87836014fe1b64bb502b5084f78009308a0947fa,['prompt/history/2023/08/28/15:57_Simplify git reset function/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Refactor components while maintaining reactivity https://chat.openai.com/share/accb96e0-9371-47a4-9930-367af7cfb028,2023-08-24T17:28:37.000+02:00,https://github.com/tisztamo/Junior/commit/f52760de911f9a7f68be0f8bf633ad019cbbf474,['prompt/history/2023/08/24/17:28_Refactor components while maintaining reactivity/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Modify PromptDescriptor summary https://chat.openai.com/share/d6bdc7ae-b97c-4e83-a277-1d26f7104723,2023-08-24T16:54:28.000+02:00,https://github.com/tisztamo/Junior/commit/91f802bb6c0cd6144af0d9790d5d431cf7b975fc,['prompt/history/2023/08/24/16:54_Modify PromptDescriptor summary/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix handleInput call in handleChange https://chat.openai.com/share/3f87961f-2d1f-44d3-86d7-bbbba9b407a7,2023-08-24T16:16:55.000+02:00,https://github.com/tisztamo/Junior/commit/bcae384249fa2c43ac63101f680cefa5e49b9a08,['prompt/history/2023/08/24/16:16_Fix handleInput call in handleChange/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Add event handler for postDescriptor call https://chat.openai.com/share/e2858960-8dd2-4399-a578-6c16ad597a36,2023-08-24T16:05:22.000+02:00,https://github.com/tisztamo/Junior/commit/b836a849fdab5b7da7e304835de5622e5f57549e,['prompt/history/2023/08/24/16:04_Add event handler for postDescriptor call/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve documentation formatting https://chat.openai.com/share/52f2a57a-8b63-4033-ad18-d39ac8ef0bca,2023-08-24T14:19:59.000+02:00,https://github.com/tisztamo/Junior/commit/f0ba7c972cd1effe3be90320bd2e2d4f5195db70,"['docs/roadmap.md', 'prompt/history/2023/08/24/14:19_Improve documentation formatting/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Reformat documentation headers https://chat.openai.com/share/f0d01943-de1e-49ba-a830-e2f85ef84817,2023-08-24T14:15:40.000+02:00,https://github.com/tisztamo/Junior/commit/f2bfc705f523846a6f21e32393b15820ce263f21,"['docs/roadmap.md', 'prompt/history/2023/08/24/14:13_Improve documentation with versioning/prompt.md', 'prompt/history/2023/08/24/14:15_Reformat documentation headers/prompt.md', 'prompt/task/doc/improve.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix cliArgs JSON field name https://chat.openai.com/share/89bb4982-3146-46c6-91c7-5e5a7d1c6d5f,2023-08-24T11:43:39.000+02:00,https://github.com/tisztamo/Junior/commit/d8639815a0b91c5f2c0dba151e46da8f5804d83e,['prompt/history/2023/08/24/11:43_Fix cliArgs JSON field name/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix isBeta reactivity issue in RequirementsEditor https://chat.openai.com/share/a9f8637a-0d07-4744-b749-dcb243dba53e,2023-08-24T11:40:54.000+02:00,https://github.com/tisztamo/Junior/commit/8fe664d5625bdffbaa74a56e5c509d0663d97b11,['prompt/history/2023/08/24/11:40_Fix isBeta reactivity issue in RequirementsEditor/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement /config endpoint for cliArgs https://chat.openai.com/share/438e3a3a-40fc-45c2-9db5-69df94664bc9,2023-08-24T11:35:10.000+02:00,https://github.com/tisztamo/Junior/commit/9b150ecdb652b6ecc375c4830a0fdc222366a188,['prompt/history/2023/08/24/11:34_Implement /config endpoint for cliArgs/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix isBetaEnabled async and beta value https://chat.openai.com/share/e0016b38-af13-43f2-b9e0-970341741501,2023-08-24T11:28:46.000+02:00,https://github.com/tisztamo/Junior/commit/f3ceecfcb29cdf49938ae95df05f3944a4cd570f,['prompt/history/2023/08/24/11:28_Fix isBetaEnabled async and beta value/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix cliArgs.js and add memoization https://chat.openai.com/share/700e2598-277c-4b56-bda2-826772fa7775,2023-08-24T11:23:46.000+02:00,https://github.com/tisztamo/Junior/commit/760113f35718f40a3d453a46a9416dd5301bff7e,['prompt/history/2023/08/24/11:23_Fix cliArgs.js and add memoization/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Refactor frontend service directories https://chat.openai.com/share/8459cbae-aa57-4fc7-8f9e-8cc21fade775,2023-08-24T10:51:55.000+02:00,https://github.com/tisztamo/Junior/commit/f48bf65be1a494848707abbdddf99ea70871d379,['prompt/history/2023/08/24/10:51_Refactor frontend service directories/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix onInput binding for AutoGrowingTextarea https://chat.openai.com/share/e482add3-7791-407c-ab0b-c44c4519c9ee,2023-08-23T16:56:01.000+02:00,https://github.com/tisztamo/Junior/commit/3fdb3d273234be0d6979d2a889a71938219deb06,['prompt/history/2023/08/23/16:55_Fix onInput binding for AutoGrowingTextarea/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement auto-growing textarea https://chat.openai.com/share/6fe25b38-9273-4a27-8f98-879a107beb89,2023-08-23T16:54:22.000+02:00,https://github.com/tisztamo/Junior/commit/3db39db2eba8050e3330047256cadb8be3f2089a,"['prompt/history/2023/08/23/16:52_Implement auto-growing textarea/prompt.md', 'prompt/history/2023/08/23/16:54_Implement auto-growing textarea/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Wrap descriptor with details tag https://chat.openai.com/share/e313b486-4ee9-41e3-a482-ead99770e6b6,2023-08-23T16:32:33.000+02:00,https://github.com/tisztamo/Junior/commit/2f1e9ff8a92d175fc19b89fe79e31e7ce9953268,['prompt/history/2023/08/23/16:32_Wrap descriptor with details tag/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Modify editor UI elements https://chat.openai.com/share/cf331778-14c6-48da-aec3-a0630a469dbb,2023-08-23T16:05:59.000+02:00,https://github.com/tisztamo/Junior/commit/ef1c92a1f82c0e089c21d6a746f2c3b4597733cc,['prompt/history/2023/08/23/16:05_Modify editor UI elements/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix js-yaml version 4 issues https://chat.openai.com/share/0a2d163b-4552-4cf6-9683-455fe6b45c4f,2023-08-23T15:03:17.000+02:00,https://github.com/tisztamo/Junior/commit/1175a3c2e18a8e5ae421be8d4cf932d9fbf9e0f6,['prompt/history/2023/08/23/15:03_Fix js-yaml version 4 issues/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix js-yaml safeLoad issue https://chat.openai.com/share/02e2cb14-af28-4447-9b80-e58bd69b80a4,2023-08-23T15:01:35.000+02:00,https://github.com/tisztamo/Junior/commit/1ff0dfae7ca018dcb58a671719c7922cdffd2521,['prompt/history/2023/08/23/15:01_Fix js-yaml safeLoad issue/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Refactor RequirementsEditor event handlers https://chat.openai.com/share/c152b3a0-ca1e-46a8-86fc-666a09a618d8,2023-08-23T14:59:30.000+02:00,https://github.com/tisztamo/Junior/commit/36fdb00f96e61db583b5d31ac6cded7071b83ed2,['prompt/history/2023/08/23/14:58_Refactor RequirementsEditor event handlers/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix setRequirements import error https://chat.openai.com/share/65e3194f-ed5c-4316-93c8-ae9a7106f79b,2023-08-23T14:44:43.000+02:00,https://github.com/tisztamo/Junior/commit/ec4e17482894a69256d52c94b06653c64922301a,['prompt/history/2023/08/23/14:44_Fix setRequirements import error/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix promptDescriptor getYamlEntry issue https://chat.openai.com/share/9ba1b348-5ffd-4bf5-85b0-88d71f8a3b50,2023-08-23T13:59:09.000+02:00,https://github.com/tisztamo/Junior/commit/13e1e50f3902ecff0b2449a86286719be2b5c52e,['prompt/history/2023/08/23/13:58_Fix promptDescriptor getYamlEntry issue/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Refactor RequirementsEditor for clarity https://chat.openai.com/share/9446df2b-710b-48d7-b265-ca4177df4c7a,2023-08-23T13:55:00.000+02:00,https://github.com/tisztamo/Junior/commit/9af10a6a39cceaeed4e2a655fac85b2a5989896b,['prompt/history/2023/08/23/13:53_Refactor RequirementsEditor for clarity/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Refactor requirements editor component https://chat.openai.com/share/075621a9-3df1-4086-bad3-d563fbd09e02,2023-08-23T13:43:11.000+02:00,https://github.com/tisztamo/Junior/commit/f77b18ae27004c8f9b6a96906e8d89008555e0df,['prompt/history/2023/08/23/13:42_Refactor requirements editor component/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement requirements editing feature https://chat.openai.com/share/1c044b0b-ae58-4d5a-b9d5-f1e3a8d43e7b,2023-08-23T13:29:48.000+02:00,https://github.com/tisztamo/Junior/commit/94798a6b7aae9a97cab5adabdcc213b4725c98d8,['prompt/history/2023/08/23/13:29_Implement requirements editing feature/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Move and modify files accordingly https://chat.openai.com/share/ac70a194-4634-4533-8894-47b6f61182d7,2023-08-23T13:23:47.000+02:00,https://github.com/tisztamo/Junior/commit/5bb99c8bbd9f29bac26b6583d7603df9c65d8b34,['prompt/history/2023/08/23/13:23_Move and modify files accordingly/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Update docs/descriptor.md https://chat.openai.com/share/f9d1c692-9808-49bf-8c4f-20e8acdef237,2023-08-22T16:13:49.000+02:00,https://github.com/tisztamo/Junior/commit/9dac0b6b6797fb6d62cf41369227d0138f4397a5,['docs/descriptor.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve documentation https://chat.openai.com/share/6891356a-3f05-4bf1-8980-32f927b3fb81,2023-08-22T16:02:24.000+02:00,https://github.com/tisztamo/Junior/commit/3f84389921c7963e1100802462a214dcb576f2dc,['docs/descriptor.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve documentation structure https://chat.openai.com/share/394cb47f-1f35-484f-a5c4-8a5c20297762,2023-08-22T15:34:51.000+02:00,https://github.com/tisztamo/Junior/commit/dd5bdf1f6eed4f7fd6d386c7458c680cdee9d54e,['docs/descriptor.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve documentation as described https://chat.openai.com/share/47ccb328-a24d-455d-befb-c66474eef19d,2023-08-22T14:47:19.000+02:00,https://github.com/tisztamo/Junior/commit/1b4492832af806c843e9e8f0029b85f415603638,"['docs/README.md', 'prompt/history/2023/08/22/14:40_Improve documentation as described/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve Junior documentation https://chat.openai.com/share/2f43b3b3-82ec-4d7d-939c-782244447415,2023-08-22T14:37:14.000+02:00,https://github.com/tisztamo/Junior/commit/c37cdffc968666c1e4fcb9642d9153f759cffcee,"['docs/README.md', 'prompt/history/2023/08/22/14:30_Improve Junior documentation/prompt.md', 'prompt/history/2023/08/22/14:36_Improve Junior documentation/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve the documentation https://chat.openai.com/share/e2298a40-b690-4710-bc11-a99c67d6fe37,2023-08-22T12:15:25.000+02:00,https://github.com/tisztamo/Junior/commit/abaa4d5ce53a48e93d9333a7897d43e8e3b9692a,"['docs/README.md', 'docs/README.md.backup', 'docs/_sidebar_backup.md', 'prompt/history/2023/08/22/12:15_Improve the documentation/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve the documentation https://chat.openai.com/share/d0275d42-1b9a-444c-ab97-4d203fd88aa1,2023-08-22T12:06:52.000+02:00,https://github.com/tisztamo/Junior/commit/3ffcbcb54dd50f1b09acc37c8685ad6712d5b913,"['docs/_sidebar.md', 'prompt/history/2023/08/22/12:04_Improve the documentation/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve documentation https://chat.openai.com/share/91f563a4-5831-4a25-a478-ef64b588319d,2023-08-21T22:18:29.000+02:00,https://github.com/tisztamo/Junior/commit/91468b3b5c9240fdbd7b831954ee7136aefdd074,"['docs/roadmap.md', 'prompt/history/2023/08/21/22:18_Improve documentation/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Integrate & organize frontend styles https://chat.openai.com/share/5cfd46c4-ee0e-44b0-bbf2-35e3443982ea,2023-08-21T21:59:19.000+02:00,https://github.com/tisztamo/Junior/commit/721ab0ca4f8c912fa425964d9b443431d4d80275,['prompt/history/2023/08/21/21:58_Integrate & organize frontend styles/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Integrate Twitter blockquote in docs sidebar https://chat.openai.com/share/15c7c2a0-e7c8-4642-a80e-d7aeac07b0e0,2023-08-21T21:13:17.000+02:00,https://github.com/tisztamo/Junior/commit/8ee9e9710f7461f79cf0eae9cf33fe3af12c4080,"['docs/_sidebar.md', 'docs/_sidebar_backup.md', 'prompt/history/2023/08/21/21:05_Integrate Twitter blockquote in docs sidebar/prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Refine .gitignore behavior https://chat.openai.com/share/006570dd-ce57-484c-8c49-4657d5e944ec,2023-08-21T17:03:27.000+02:00,https://github.com/tisztamo/Junior/commit/a1ff5bbaa3b258de8e773b7e8a8d7d62f29a69b0,['prompt/history/2023/08/21/17:03_Refine .gitignore behavior/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix TypeScript compilation issues https://chat.openai.com/share/3a781505-0651-4afc-a025-a43a3fe13559,2023-08-21T16:54:46.000+02:00,https://github.com/tisztamo/Junior/commit/e2fa3afde758ba562be80ca0007dae28954e462d,['prompt/history/2023/08/21/16:53_Fix TypeScript compilation issues/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement --noaudit feature https://chat.openai.com/share/29180d6a-caef-4f77-9beb-492e14de8644,2023-08-21T15:32:26.000+02:00,https://github.com/tisztamo/Junior/commit/26e2d6c9b806626406838b5b3c45b537ed4e30a4,['prompt/history/2023/08/21/15:32_Implement --noaudit feature/prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement gitignore and cleanup https://chat.openai.com/share/679a5623-50ef-4dfc-9809-1faa3e9b7919,2023-08-21T15:23:52.000+02:00,https://github.com/tisztamo/Junior/commit/f9595239955f700b0c98827d3195a5d19adf2cfd,['prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Unregister key event listener on unmount https://chat.openai.com/share/8ca21b09-a71b-431e-9f78-10e2d507d2e6,2023-08-21T15:06:16.000+02:00,https://github.com/tisztamo/Junior/commit/e008d37c2894f7dde6cd5d2e0c8eae163596e89e,['prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix fs not defined issue https://chat.openai.com/share/b78409fe-07d5-4d5d-a2a9-c726223767c9,2023-08-21T14:59:36.000+02:00,https://github.com/tisztamo/Junior/commit/63a04c148a3ed83f030276585892fba826132836,['prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Implement Audit Trail https://chat.openai.com/share/010dedf4-3b8a-42a8-9889-c225f972f85a,2023-08-21T14:15:28.000+02:00,https://github.com/tisztamo/Junior/commit/52c5605ce6f487ae432dbe10a8233ef53b800168,['prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Preserve directory entries in attention https://chat.openai.com/share/c04437b6-0707-42a7-ba30-5ee47268eee6,2023-08-21T13:42:39.000+02:00,https://github.com/tisztamo/Junior/commit/b33a16d11c81b9b6857307cc1f11119e8deac666,['prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Activate prompt.yaml after saving https://chat.openai.com/share/511d8884-3878-45a4-af79-1f8898630594,2023-08-21T12:58:00.000+02:00,https://github.com/tisztamo/Junior/commit/d690f207930c4d5a9b103c95e6b839b5ed58891a,['prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Consolidate file writing logic https://chat.openai.com/share/734b7d59-bd90-408c-85a1-37dec5e6ed4c,2023-08-21T12:50:56.000+02:00,https://github.com/tisztamo/Junior/commit/c94e84b5fd5e95639b83eb4fdb313fdbb32e17e9,['prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Integrate editor contents for prompt.yaml https://chat.openai.com/share/54ea2156-bffc-494f-979e-5108bcc1a3c8,2023-08-21T12:16:25.000+02:00,https://github.com/tisztamo/Junior/commit/d1c63c29cae617a87fe649bd63513c4ee7816ac0,['prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Refactor and fix prompt.yaml update https://chat.openai.com/share/077b9738-9cda-4b4f-b4a3-6b28c781cbd2,2023-08-21T12:09:01.000+02:00,https://github.com/tisztamo/Junior/commit/5353acb1c37970d83ad083c86e7f6ffef56a7b87,['prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Refactor writeAttention.ts https://chat.openai.com/share/4f469772-a11c-48e3-84de-e679670a1055,2023-08-21T11:57:21.000+02:00,https://github.com/tisztamo/Junior/commit/133a3a88697b2b26610bf9248ad79038d3a378ea,['prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Fix html encoding in generated prompt https://chat.openai.com/share/2f3434b2-da67-48ae-93e6-43b66ec90d8b,2023-08-21T11:20:55.000+02:00,https://github.com/tisztamo/Junior/commit/e8bffc6471cdfb3369378b4ef464c9205c2d0a23,['prompt.md']
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve documentation https://chat.openai.com/share/09a4f6f0-1515-4b2c-b352-d4f9d6debc17,2023-08-18T23:26:20.000+02:00,https://github.com/tisztamo/Junior/commit/88a96712a0a62cb3d088b6f8751a3af92f01eca1,"['docs/README.md', 'prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve documentation https://chat.openai.com/share/b9b497c5-ec25-4f04-83f8-6031ae687551,2023-08-18T23:09:03.000+02:00,https://github.com/tisztamo/Junior/commit/d6ff096546a92f6c2337245ffa773646f4b99805,"['docs/README.md', 'prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Improve documentation in docs/README.md https://chat.openai.com/share/1078eeab-70a4-45cb-a575-a0d8e2fb5313,2023-08-18T22:52:16.000+02:00,https://github.com/tisztamo/Junior/commit/fd0b5d400c7c86436abe3a2207ce61b9f9cf9c04,"['docs/README.md', 'docs/README.md.backup', 'prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Update Junior project README details https://chat.openai.com/share/c02fc15f-f79e-4c65-9820-6b62be40ad8c,2023-08-18T22:14:57.000+02:00,https://github.com/tisztamo/Junior/commit/06782385e0dd647f23d2eb60a9d585fab25dc3cc,"['docs/README.md', 'prompt.md']"
20231012_230826_commit_sharings.json,tisztamo/Junior,Update video link and project description https://chat.openai.com/share/dce1497a-acdd-421f-8e1c-1737975b2f60,2023-08-18T21:55:39.000+02:00,https://github.com/tisztamo/Junior/commit/62f0d11004b160af9d837dcc0de5c5c019f73683,"['README.md', 'prompt.md']"
